title,description,keywords,semantic_density,emotion_score,entropy,cliche_score
백색감람수,"량성위(량청웨이)의 여기자, 송란은 격동 속의 동국에서 취재하던 중 위기에 처하지만, 자원봉사를 하던 폭파 전문가, 리짠이 구해준다. 송란은 이짠의 상냥함과 순수함에 빠져든다. 리짠은 송란과 여러 번 마주치면서 겉보기에는 연약하지만 용감하고 정의롭고 선량하다는 걸 알게 된다. 같은 이상을 꿈꾸는 두 영혼 사이에 사랑의 불꽃이 일지만, 갑작스러운 폭파 공격으로 인해 갑작스레 마음을 접게 된다. 귀국 후 두 사람의 인생은 최악으로 치닫는데...","송, 란, 폭파, 후, 귀국, 마음, 공격, 불꽃, 량, 사랑",0.8250209,0.1999999996,0.1729125235749445,57.09
그리드(드라마),"태양풍으로부터 인류를 구원한 방어막 '그리드'를 탄생시킨 채 사라진 미지의 존재 '유령'이 24년 만에 살인마의 공범으로 다시 나타난 후, 저마다의 목적을 위해 그를 쫓는 사람들의 이야기를 그린 미스터리 추적 스릴러","방어, 이야기, 막, 사람, 그리드, 목적, 탄생, 저마다, 미지, 후",0.90810823,0.0,0.1729125235749445,57.08
마녀보감,저주로 얼어붙은 심장을 가진 백발마녀가 된 비운의 공주 서리(연희)와 마음속 성난 불꽃을 감춘 열혈 청춘 허준의 사랑과 성장을 그린 판타지 사극,"마녀, 사랑, 비운, 허준, 공주, 청춘, 서리, 열혈, 연희, 불꽃",0.8243733,0.1999999996,0.1729125235749445,57.06
17세의 조건,애도 어른도 아닌 나이 17세. 그들의 아픔과 성장을 그린 드라마,"나이, 아픔, 어른, 성장, 애, 드라마",0.8412754,0.0,0.4354249642966395,57.01
더 패키지,각기 다른 이유로 여행을 선택한 사람들이 서로 관여하고 싶지 않아도 관계를 맺게 되면서 벌어지는 사건과 소통의 여정을 그린 드라마,"사람, 사건, 관여, 관계, 선택, 소통, 여행, 여정, 이유, 드라마",0.9066841,0.0,0.1729125235749445,56.99
비의도적 연애담(드라마),"시작은 의도적, 연애는 ‘비’의도적!’ 거짓말로 시작된 관계에서 진짜 사랑에 빠지게 된 두 남자의 이야기를 담은 신뢰회복 심쿵로맨스 드라마","시작, 의도, 신뢰, 이야기, 남자, 사랑, 관계, 거짓말, 회복, 비",0.73991686,0.3999999992,0.1729125235749445,56.99
멈추고 싶은 순간: 어바웃타임,수명 시계를 보는 능력을 지닌 여자 미카와 악연인지 인연인지 모를 운명에 엮인 남자 도하가 만나 사랑만이 구현할 수 있는 마법 같은 순간을 담아낸 운명구원 로맨스,"운명, 여자, 미카, 악연, 순간, 인연, 같, 있, 남자, 마법",0.82206285,0.1999999996,0.1729125235749445,56.92
라 브레아,어느 날 LA에 갑자기 생긴 미스터리의 싱크홀 때문에 헤어진 가족이 살아남기 위해 고군분투하는 이야기,"홀, 싱크, 가족, 미스터리, 고군분투, 날, 이야기",0.85955656,0.0,0.3562071855243308,56.92
"갑작스럽지만, 내일 결혼합니다",전업주부가 되고 싶은 여자와 절대 결혼하고 싶지 않은 남자가 만나 서로에게 끌리면서 벌어지는 사랑 이야기,"결혼, 남자, 여자, 서로, 주부, 사랑, 전업, 이야기",0.7720309,0.2499999995,0.287585624326253,56.89
비밀의 여자,남편과 내연녀로 인해 시력을 잃고 '락트-인 증후군(의식이 있는 전신 마비)'에 빠지게 된 여자가 모든 것을 가진 상속녀와 엮이게 되면서 자신을 둘러싼 진실을 밝히고 처절한 복수를 통해 사랑과 정의를 찾는 이야기,"락, 복수, 인, 처절, 증후군, 진실, 자신, 의식, 전신, 상속녀",0.82146657,0.1999999996,0.1729125235749445,56.88
내 이야기는 길어,현실도피만 하던 30대 니트족인 주인공이 가족으로 인해 자신의 삶을 바꾸어나가는 이야기를 그린 드라마,"족, 자신, 주인공, 가족, 니트, 삶, 도피, 이야기, 현실, 드라마",0.9037966,0.0,0.1729125235749445,56.82
BEGINS ≠ YOUTH,"집안의 명예를 위해 순종해야 하는, 엄마의 죽음을 지켜봐야 했던, 가난 속에서 가족을 먹여 살려야 하는, 엄마로부터 버림받았던, 가정폭력으로부터 고통받고 있는, 거짓말을 강요받아온, 새로운 가족에서 인정받지 못하는, 일곱 소년들이 만나 만들어내는 성장스토리","가족, 엄마, 강요, 죽음, 거짓말, 가난, 폭력, 고통, 가정, 속",0.653719,0.5999999988,0.1729125235749445,56.82
날 녹여주오,24시간 냉동 인간 프로젝트에 참여한 남녀가 미스터리한 음모로 인해 20년 후 깨어나면서 맞이하는 가슴 뜨거운 이야기,"참여, 음모, 남녀, 미스터리, 프로젝트, 후, 인간, 가슴, 냉동, 이야기",0.90284246,0.0,0.1729125235749445,56.76
아재's 러브,40대를 맞이한 두 주인공의 꿈같은 신혼 생활을 그린 드라마,"같, 신혼, 꿈, 생활, 주인공, 드라마",0.83696437,0.0,0.4354249642966395,56.75
너는 나의 봄,저마다의 일곱 살을 가슴에 품은 채 '어른'이라는 이름으로 살아가는 이들이 살인사건이 일어난 건물에 모여 살게 되며 시작되는 이야기,"이름, 사건, 살인, 어른, 건물, 가슴, 시작, 저마다, 이야기",0.88882977,0.0,0.2270571177148983,56.74
여자를 울려,"아들을 잃은 한 여자가 자신의 삶을 꿋꿋이 살아가는 과정과 그를 둘러싼 재벌가 집안을 배경으로 인물들의 사랑과 갈등, 용서를 그린 드라마","삶, 사랑, 과정, 인물, 재벌가, 배경, 집안, 갈등, 자신, 여자",0.81885153,0.1999999996,0.1729125235749445,56.72
밥상 차리는 남자,아내의 갑작스런 졸혼 선언으로 가정 붕괴 위기에 처한 중년 남성의 행복한 가족 되찾기 프로젝트를 그린 가족 치유 코믹 드라마,"가족, 선언, 가정, 붕괴, 위기, 프로젝트, 중년, 남성, 행복, 혼",0.81867546,0.1999999996,0.1729125235749445,56.71
로맨스를 팔로우하기 시작했습니다,"설렘 유발, 공감 유발! 대학생인 다섯 남녀의 사랑 이야기를 DM, 라이브, 스토리, 댓글, 팔로우 등 SNS의 다양한 기능과 엮어 색다르게 풀어낸 로맨틱 코미디 웹드라마","로맨틱, 색다르, 기능, 다양, 유발, 대학, 팔로우, 남녀, 댓글, 사랑",0.81862485,0.1999999996,0.1729125235749445,56.71
비밀 ~THE TOP SECRET~,죽은 사람의 생전 기억을 더듬어 미해결 사건의 진상을 쫓는 휴먼 서스펜스 드라마,"해결, 진상, 사건, 기억, 휴먼, 생전, 서스펜스, 사람, 드라마",0.8882842,0.0,0.2270571177148983,56.7
노빠꾸 로맨스,의문의 남자로부터 인생 첫 고백을 받은 열여섯 모쏠 소담의 '고백남 찾기'와 그날의 고백이 수면 위로 끌어올린 요즘애들의 은밀한 사정을 그린 비밀고백 하이틴 로맨스,"고백, 비밀, 사정, 모쏠, 요즘, 애, 위, 수면, 그날, 남",0.8181727,0.1999999996,0.1729125235749445,56.68
위대한 조강지처,"한 아파트에서 우연히 만난 세 명의 여고 동창생인 '지연-경순-정미'가 지닌 과거 은밀한 살인사건, 위태로운 결혼과 이혼, 무시무시한 복수 이야기를 다룬 '코믹 부부 누아르'","지연, 이야기, 복수, 경수, 정미, 이혼, 과거, 결혼, 살인, 사건",0.81760395,0.1999999996,0.1729125235749445,56.65
모나크: 레거시 오브 몬스터즈,샌프란시스코에서 고질라의 공격에서 살아남은 케이트는 충격적인 비밀에 크게 동요한다. 무시무시한 위협 가운데 케이트는 가족과 '모나크'라는 비밀 조직의 비밀을 알아내기 위해 세계 곳곳으로 모험을 떠난다.,"비밀, 케이트, 충격, 조직, 가운데, 크, 동요, 가족, 위협, 모나크",0.73425484,0.3999999992,0.1729125235749445,56.65
시효경찰,FBI로 파견 간 주인공이 12년 만에 시효관리과로 돌아와 시효 사건을 취미로 해결하는 코미디 미스터리 드라마,"시효, 해결, 취미, 관리과, 사건, 코미디, 미스터리, 주인공, 드라마, 파견",0.89906913,0.0,0.1729125235749445,56.54
"단, 하나의 사랑",사랑을 믿지 않는 발레리나와 큐피트를 자처한 사고뭉치 천사의 판타스틱 천상로맨스,"자처, 사고뭉치, 큐피트, 천사, 발레리나, 판타스틱, 사랑, 로맨스",0.7661953,0.2499999995,0.287585624326253,56.54
나의 나라,고려 말 조선 초를 배경으로 각자의 신념이 말하는 '나의 나라'를 두고 서로에게 칼끝을 겨누며 권력과 수호에 관한 욕망을 폭발적으로 그려낸 액션 사극,"각자, 욕망, 수호, 신념, 말, 권력, 나, 칼끝, 나라, 서로",0.81519526,0.1999999996,0.1729125235749445,56.51
성난 사람들,일이 잘 풀리지 않는 도급업자와 삶이 만족스럽지 않은 사업가. 두 사람 사이에서 난폭 운전 사건이 벌어지면서 내면의 어두운 분노를 자극하는 갈등이 촉발된다.,"삶, 분노, 내면, 만족, 사업가, 사건, 사람, 운전, 사이, 난폭",0.81510824,0.1999999996,0.1729125235749445,56.5
선태유수,"신선 수련의 귀재, 소이수의 운명은 18년 전, 목청가 사부에 의해 바뀌었고, 항상 비정상적인 행동을 일삼던 '여두목' 목청가는 오명을 쓰고 죽임을 당한다. 18년 후, 목청가는 설염염이 되었고, 서산파의 장문이 된 소이수는 연약한 몸으로 죽어가는 설염염을 제자로 들이고 평생 그녀를 보호하기로 맹세한다. 과거의 스승-제자였던 관계가 역전된 후, 두 사람에게는 어떤 해프닝이 벌어질까?","염, 목청, 제자, 후, 설, 소이수, 운명, 전, 역전, 사부",0.8150072,0.1999999996,0.1729125235749445,56.49
언제나 봄날,조건을 좇는 사랑과 순수한 사랑의 대비를 통해 요즘 젊은 세대의 사랑과 결혼에 대한 인식과 세태를 현실적으로 조명하고 사랑과 결혼의 진정한 의미에 대한 드라마,"사랑, 결혼, 조명, 대비, 요즘, 인식, 세대, 현실, 세태, 젊",0.8148605,0.1999999996,0.1729125235749445,56.49
돈꽃,돈을 지배하고 있다는 착각에 살지만 실은 돈에 먹혀버린 이들의 이야기를 담은 드라마,"돈, 착각, 이야기, 지배, 드라마",0.80866945,0.0,0.529119710127072,56.46
루머의 루머의 루머,"졸업이 다가오고 있다. 새로운 삶이 기다리고 있다. 하지만 그들의 미래를 위협하는 과거의 비밀과 그림자. 끝까지 살아남기 위해, 클레이와 친구들은 대비를 해야만 한다.","끝, 위협, 그림자, 과거, 비밀, 클레이, 미래, 친구, 삶, 졸업",0.8141083,0.1999999996,0.1729125235749445,56.44
도련님에게 사랑은 너무 어려워,외모와 돈만으로 살아온 성격 결함투성이의 도련님이 파란만장한 격차 연애를 극복하고 훌륭한 어른으로 성장해 가는 로맨틱 러브 코미디,"성장, 결함, 도련님, 어른, 극복, 파란만장, 격차, 연애, 성격, 로맨틱",0.8967868,0.0,0.1729125235749445,56.4
마녀의 게임,거대 악에 희생된 두 모녀의 핏빛 대결,"희생, 모녀, 악, 핏빛, 거대, 대결",0.69205487,0.3333333326666666,0.4354249642966395,56.39
백번의 추억,"1980년대 100번 버스 안내양 영례와 종희의 빛나는 우정, 그리고 두 친구의 운명적 남자 재필을 둘러싼 애틋한 첫사랑을 그린 뉴트로 청춘 멜로 드라마","뉴트로, 종희, 우정, 첫사랑, 필, 친구, 운명, 남자, 례, 청춘",0.72933245,0.3999999992,0.1729125235749445,56.35
디 에식스 서펀트,"런던에 사는 과부, 코라 시본이 신화 속 뱀에 관한 보고를 조사하기 위해 에식스로 떠난다. 코라는 과학과 논쟁을 통해 지역 신부와 예기치 않게 유대 관계를 맺지만, 비극이 일어나자, 주민들은 코라가 뱀을 이끌었다고 의심한다.","코, 뱀, 라, 주민, 관계, 비극, 시, 유대, 예기, 신부",0.8118472,0.1999999996,0.1729125235749445,56.3
버츄얼 온에어,"유리사는 평범한 일상을 살던 중, 친구의 부탁으로 우연히 '버츄얼 BJ'의 세계에 발을 들이게 된다. 화려한 아바타와 매력적인 콘텐츠로 성공의 가능성을 보이며 주목받지만, 그 과정에서 친구의 숨겨진 음모와 에이전시 대표의 악독함을 마주하게 된다. 배신으로 인해 진정한 우정과 처절한 복수 사이에서 깊은 갈등을 겪게 된다. 치열한 버츄얼 세계에서 유리사의 도전과 복수의 서막이 열린다.","세계, 버츄얼, 친구, 복수, 유리, 악독, 성공, 배신, 우정, 대표",0.81174517,0.1999999996,0.1729125235749445,56.3
#리모러브 ~보통의 사랑은 사도~,연애를 해본 적이 없는 산업의인 주인공이 SNS를 통해 연애를 시작하는 이야기,"연애, 르, 주인공, 의인, 산업, 시작, 없, 이야기",0.8659411,0.0,0.287585624326253,56.27
아적남해,사랑에 자신감을 잃은 여자가 우연히 만난 한 남자를 만나면서 자기 자신을 찾아가는 이야기를 그린 드라마,"남자, 여자, 자신, 자신감, 이야기, 사랑, 드라마",0.72968805,0.2857142851428571,0.3562071855243308,56.27
시간(드라마),누구에게나 유한한 시간. 결정적인 매 순간 저마다 다른 선택을 해 지나간 시간 속에서 엮이는 네 남녀의 이야기,"시간, 순간, 선택, 속, 결정, 남녀, 이야기, 유한",0.86572033,0.0,0.287585624326253,56.26
미녀와 순정남,하루아침에 밑바닥으로 추락하게 된 톱배우와 그녀를 사랑하고 다시 일으켜 세우는 초짜 드라마 PD의 산전수전 공중전 인생 역전을 그린 파란만장한 로맨스 성장 드라마,"드라마, 톱, 배우, 사랑, 초짜, 역전, 파란만장, 산전수전, 인생, 공중전",0.8098126,0.1999999996,0.1729125235749445,56.18
기적의 형제,‘윤동주’가 되고 싶지만 현실은 빚뿐인 작가 지망생 ‘육동주’와 특별한 능력을 가진 정체불명의 소년 ‘강산’이 시간의 경계를 넘어선 진실 찾기를 통해 기적을 만들어가는 과정을 그린 휴먼 미스터리 드라마,"작가, 과정, 지망, 기적, 동, 진실, 주, 경계, 특별, 시간",0.8922194,0.0,0.1729125235749445,56.13
런어웨이즈(드라마),부모님들의 비밀을 알게 된 10대 청소년들이 가출을 하게 되면서 생기는 일을 그린 드라마,"청소년, 가출, 비밀, 일, 부모, 드라마",0.68671733,0.3333333326666666,0.4354249642966395,56.07
프로포즈 대작전(TV조선),시간여행으로 과거로 돌아가 자신의 첫사랑과 잘 되기 위해 현실을 바꾸려는 남자의 이야기,"자신, 첫사랑, 과거, 현실, 여행, 남자, 시간, 이야기",0.7583014,0.2499999995,0.287585624326253,56.06
달걀프라이의 노른자 언제 깨?,천차만별 먹는 법에 담긴 사연을 그린 드라마,"천차만별, 법, 사연, 드라마",0.77328986,0.0,0.6437928113922791,56.05
도쿄 타라레바 아가씨,높은 이상과 근거 없는 자신감으로 세상을 마주하다 아무런 성과 없이 어느새 30대를 맞이한 극작가 린코와 그의 친구들을 통해 30대 여성들의 일과 사랑을 그려내는 공감도 100%의 러브 코미디 드라마,"없, 공감, 자신감, 사랑, 세상, 일, 여성, 성과, 극작가, 친구",0.8075155,0.1999999996,0.1729125235749445,56.04
모두 다 김치,배신과 좌절이 주는 아픔을 이겨내기 위해 김치 하나에 승부를 건 한 여자의 사랑과 성공 과정을 그린 드라마,"김치, 사랑, 승부, 여자, 아픔, 성공, 좌절, 과정, 배신, 드라마",0.8070661,0.1999999996,0.1729125235749445,56.02
나의 해리에게,마음 속 깊은 상처로 새로운 인격이 발현된 아나운서 ‘은호’와 마음의 상처를 꼭꼭 감춰 둔 구남친 ‘현오’의 행복 재생 로맨스,"상처, 마음, 남친, 인격, 은, 발현, 아나운서, 행복, 깊, 재생",0.80705243,0.1999999996,0.1729125235749445,56.02
베리 잉글리시 스캔들,"1960년대, 영국 전역을 충격으로 몰아넣은 유력 정치인의 정치 범죄 스캔들을 다룬 드라마","유력, 정치, 정치인, 충격, 범죄, 전역, 스캔들, 영국, 드라마",0.6915097,0.4444444435555555,0.2270571177148983,56.01
루왁인간,은퇴 위기에 처한 50대 세일즈맨 정차식을 통해 가족과 삶에 대해 돌아보는 드라마,"정차식, 세일즈맨, 가족, 위기, 삶, 은퇴, 드라마",0.84437037,0.0,0.3562071855243308,56.01
오판,"거대 기업의 이익 때문에 희생된 피해자들, 그리고 상사의 명령에 따르면서도 회사와 피해자 사이에서 흔들리는 주인공의 모습을 그린 드라마","피해자, 희생, 사이, 상사, 회사, 명령, 이익, 주인공, 기업, 모습",0.8068212,0.1999999996,0.1729125235749445,56.0
사채꾼 우시지마(드라마),불법적인 금리로 돈을 빌려주는 카우 카우 파이낸스를 중심으로 채무자들의 욕망과 추락을 리얼하게 그린 휴먼 드라마,"우, 추락, 욕망, 채무자, 카, 중심, 파이낸스, 리얼, 돈, 휴먼",0.806418,0.1999999996,0.1729125235749445,55.98
나쁜 남자의 사랑법,"불패의 신화로 불리던 변호사 최윤하는 의문의 화재로 모든 것을 잃는다. 유일한 생존자인 동생의 치료비를 마련하기 위해, 그녀는 성지훈과 위험한 거래를 시작한다. “눈에 띄지 않는 여자가 필요해.” “그게 제 임무인가요?” 윤하는 자신을 욕망하는 선인과 악인들 사이에서 점점 더 깊이 빠져든다. 과연 그녀는 모든 것을 앗아간 화재의 진실을 밝혀낼 수 있을까?","화재, 최윤, 의문, 사이, 악인, 유일, 욕망, 선인, 생존자, 자신",0.80615044,0.1999999996,0.1729125235749445,55.96
욱씨남정기,갑질의 시대를 살아가는 을들의 고군분투기를 그린 드라마,"시대, 을, 고군분투, 갑, 드라마",0.80031973,0.0,0.529119710127072,55.96
결혼하자 맹꽁아!,"이혼, 재혼, 졸혼 등 결혼의 다양한 모습을 보여줌으로써 '행복'의 진정한 의미를 묻고, 모든 세대의 공감과 웃음을 자아내는 유쾌한 가족 드라마","공감, 혼, 결혼, 세대, 의미, 다양, 모습, 행복, 졸, 웃음",0.8060344,0.1999999996,0.1729125235749445,55.96
괴짜가족(드라마),어떠한 사소한 일도 대소동으로 번지고 마는 가족의 이야기를 그린 코미디 드라마,"가족, 이야기, 소동, 코미디, 일, 드라마",0.82252085,0.0,0.4354249642966395,55.88
"첫, 사랑을 위하여","예상치 못한 인생 2막을 맞이한 싱글맘과 의대생 딸. 내일이 아닌 오늘의 행복을 살기로 한 그들을 찾아온 끝이 아닌 첫, 사랑의 이야기!","맘, 행복, 의대, 오늘, 딸, 내일, 끝, 싱글, 사랑, 인생",0.7213486,0.3999999992,0.1729125235749445,55.87
맛 좀 보실래요,"우리 집안에도 한두 명 있고, 우리 동네에서도 한두 번 본 적 있는 지극히 현실적인 인물들이 만들어가는 지극히 통속적인 이야기. 내 이야기 같고 내 가족의 이야기 같은 '유쾌 발랄 가족 통속극'","이야기, 통속, 같, 가족, 인물, 현실, 동네, 집안, 극",0.874037,0.0,0.2270571177148983,55.85
로맨스는 별책부록,"'책을 만들었는데, 로맨스가 따라왔다?' 책을 읽지 않는 세상에서 책을 만드는 사람들의 이야기를 담은 로맨틱 코미디 드라마","책, 이야기, 사람, 세상, 로맨틱, 코미디, 로맨스, 드라마",0.8588665,0.0,0.287585624326253,55.85
빨강 구두,자신의 성공을 위해 혈육의 정을 외면한 채 사랑과 욕망을 찾아 떠난 비정한 엄마와 그녀에 대한 복수심으로 멈출 수 없는 욕망의 굴레에 빠져든 딸의 이야기,"욕망, 정, 외면, 사랑, 없, 비정, 복수심, 엄마, 혈육, 굴레",0.63748705,0.5999999988,0.1729125235749445,55.84
나는 대놓고 신데렐라를 꿈꾼다,현실의 벽에 부딪혀 신데렐라가 되기로 마음먹은 여자가 사랑 따위 믿지 않는 백마 탄 재벌 왕자를 만나 벌어지는 욕망 쟁취 로맨틱 코미디 시리즈,"여자, 쟁취, 사랑, 욕망, 백마, 왕자, 재벌, 로맨틱, 신데렐라, 벽",0.7207316,0.3999999992,0.1729125235749445,55.84
알랑말랑,"""나에게는 사람의 마음을 읽는 능력이 있다."" 알랑말랑 아리송한 짝남의 속마음을 알기 위한 '속마음 궁예' 판타지 로맨스","속마음, 짝, 남, 능력, 궁예, 마음, 판타지, 사람, 로맨스",0.8734123,0.0,0.2270571177148983,55.81
배드파파,좋은 아빠가 되기 위해 나쁜 인간이 되는 가장의 이야기를 그린 드라마,"인간, 나쁘, 가장, 아빠, 이야기, 좋, 드라마",0.840717,0.0,0.3562071855243308,55.79
내 남편과 결혼해줘(드라마),"자신의 인생에서도 ‘조연’으로 살아온 주인공. 절친과 남편에게 목숨을 잃은 후 10년 전으로 회귀, 두 번째 인생에서는 ‘주연’으로의 삶을 되찾아가는 인생 리셋 스토리","인생, 삶, 주인공, 남편, 절친, 주연, 목숨, 회귀, 후, 전",0.88642454,0.0,0.1729125235749445,55.78
빌런즈,초정밀 위조지폐 ‘슈퍼노트’를 둘러싼  악인들의 피 튀기는 충돌과 대결을 그린 범죄 드라마,"노트, 충돌, 악인, 피, 슈퍼, 대결, 위조지폐, 범죄, 정밀, 드라마",0.80307925,0.1999999996,0.1729125235749445,55.78
애인있어요,"기억을 잃은 여자, 죽도록 증오했던 남편과 사랑에 빠진다? 아니, 불륜한다!","증오, 남편, 여자, 사랑, 기억, 불륜",0.6817376,0.3333333326666666,0.4354249642966395,55.77
Law&Order: Organized Crime,로 앤 오더 성범죄전담반의 스핀오프 프로그램,"성, 반, 범죄, 전담, 오더, 스핀, 앤, 오프, 로, 프로그램",0.8020612,0.1999999996,0.1729125235749445,55.72
더 로열 패밀리,"가족, 동료들과의 유대로 기적을 일으켜 가는 인간과 경주마의 20년에 걸친 장대한 이야기를 그린 드라마","기적, 경주마, 인간, 유대, 장대하, 동료, 이야기, 가족, 드라마",0.87164503,0.0,0.2270571177148983,55.7
또! 오해영,"""모든 것은 오해로 시작되었다!"" '오해영'이라는 동명이인의 두 여자와 그들 사이에서 미래를 보기 시작한 남자 '박도경'이 미필적 고의로 서로의 인생에 얽혀가는 동명 오해 로맨스","동명, 시작, 오해, 미필, 인생, 고의, 도경, 박, 남자, 서로",0.88470143,0.0,0.1729125235749445,55.68
"나, 나 그리고 나","만우절, 거짓말처럼 갑자기 존잘남에게 고백받고, 오래된 첫사랑이자 소꿉 남사친과 한집에서 동거하게 된다고…!? 지극히 평범했던 여고생 김미래(18)의 잔잔한 일상을 뒤흔든 의문의 예언 전화. 그 전화의 주인공은, 다름 아닌 10년 후의 ‘나’였다! “후회 없는 선택을 해야 해.” 심상치 않은 예언 전화를 받은 이후부터 미래의 일상에는 균열이 가기 시작하는데….","전화, 예언, 일상, 남, 고백, 첫사랑, 소꿉, 남사, 친, 집",0.80128187,0.1999999996,0.1729125235749445,55.67
불장난(드라마),평생 절친의 아들과 사랑에 빠진 예비신부의 아슬아슬 금단의 로맨스,"사랑, 예비, 아들, 신부, 절친, 금단, 평생, 로맨스",0.7513392,0.2499999995,0.287585624326253,55.64
신입사관 구해령,조선의 첫 문제적 여사(女史) 구해령과 반전 모태솔로 왕자 이림의 '필' 충만 로맨스 실록,"령, 필, 반전, 이림, 모태, 왕자, 솔로, 충만, 여사, 문제",0.88351625,0.0,0.1729125235749445,55.6
대연애~나를 잊을 너와,전직 소설가이자 이삿짐센터에서 아르바이트를 하고 있는 남자와 연소성 알츠하이머에 걸린 여의사가 운명적으로 만나 펼쳐지는 순애보 러브 스토리를 담은 드라마,"아르바이트, 순애보, 남자, 운명, 연소, 여의사, 알츠하이머, 러브, 이삿짐센터, 소설가",0.8000755,0.1999999996,0.1729125235749445,55.6
별똥별(드라마),"하늘의 별과 같은 스타들의 뒤에서 그들을 빛나게 하기 위해 피, 땀, 눈물을 흘리는 사람들의 리얼한 현장 이야기를 그린 로맨틱 코미디","현장, 스타, 뒤, 리얼, 사람, 피, 땀, 눈물, 같, 이야기",0.7994207,0.1999999996,0.1729125235749445,55.56
IT 크라우드,IT 천재 모스를 중심으로 대기업 IT부서 사람들의 이야기,"기업, 중심, 부서, 모스, 사람, 천재, 이야기",0.8359783,0.0,0.3562071855243308,55.5
너에게는 닿지 않아.,소꿉친구지만 서로 다른 캐릭터인 두 고교생의 연정과 갈등을 그린 드라마,"고교, 연정, 캐릭터, 갈등, 소꿉친구, 드라마",0.81555545,0.0,0.4354249642966395,55.46
오만과 편견(드라마),"법과 원칙, 사람과 사랑을 무기로 나쁜 놈들과 맞장 뜨는 검사들의 이야기로 돈없고 힘없고 죄 없는 사람들이 아프지 않게 하기 위해 애쓰는 검사들의 이야기","사람, 검사, 없, 이야기, 사랑, 무기, 맞장, 나쁘, 죄, 돈",0.71434945,0.3999999992,0.1729125235749445,55.45
멀리서 보면 푸른 봄(드라마),"'멀리서 보면' 청춘일지도 모를, 20대들의 고군분투 리얼 성장 드라마","고군분투, 리얼, 성장, 청춘, 드라마",0.79157174,0.0,0.529119710127072,55.43
나한테 XX해!,고등학생 인기 웹소설가인 ‘유키나’가 러브 미션을 수행하면서 진정한 사랑을 깨달아가는 과정을 다룬 영화,"수행, 소설가, 미션, 유키나, 러브, 사랑, 웹, 과정, 인기, 고등학생",0.7969256,0.1999999996,0.1729125235749445,55.41
FBI: Most Wanted,"FBI의 스핀오프 드라마로, 지명수배된 범인을 쫓는 FBI의 이야기","지명, 드라마, 수배, 오프, 범인, 스핀, 이야기",0.8332635,0.0,0.3562071855243308,55.34
매드독(드라마),천태만상 보험 범죄를 통해 리얼한 대한민국의 현실을 신랄하게 드러낼 센세이셔널한 보험 범죄 조사극. 세상을 통쾌하게 뒤집을 대체불가의 다크히어로 보험 범죄 조사팀인 '매드독'의 활약을 통해 답답한 현실에 시원한 카운터펀치를 날릴 또 하나의 웰메이드 장르물,"범죄, 보험, 현실, 조사, 웰, 펀치, 카운터, 메이드, 활약, 매드 독",0.8155518,0.1818181814545454,0.1239327803995606,55.34
나는 죽어 버렸다!,"유령들의 삶의 모습을 부드럽고, 애틋하고, 유머러스하게 그린 드라마","삶, 모습, 유머러스, 유령, 드라마",0.789816,0.0,0.529119710127072,55.33
내 눈에 콩깍지,"30년 전통 곰탕집에 불량 며느리가 나타났다. 무슨 일이 있어도 할 말은 하는 당찬 싱글맘 영이의 두 번째 사랑, 그리고 바람 잘 날 없는 사연 많은 가족들의 이야기","불량, 사연, 며느리, 없, 일, 날, 말, 바람, 당차, 사랑",0.7954522,0.1999999996,0.1729125235749445,55.32
멜로홀릭(드라마),연애불능 초능력男 연애불가 두 얼굴女가 만났다?! 사랑에 중독된 별난 놈들의 달콤살벌 러브판타지,"연애, 살, 별나, 중독, 사랑, 불가, 얼굴, 벌, 초능력, 러브",0.7950504,0.1999999996,0.1729125235749445,55.3
복숭아 꽃이 피었습니다,"사랑하고 싶은 주인공 ‘도하’에게 다가오는 세명의 남자들! 일은 잘하지만 싸늘한 회사 직속 상사 ‘전연상’, 플러팅 장인 밀당의 고수 카페 알바 연하남 ‘연하람’, 아기 시절부터 봐서 이제는 너무 익숙한 국가대표 출신 남사친 ‘택견’까지. 세사람과 각각 폭풍같은 연애 시그널에 휘말리게 된다. 심지어 동시에! 도하를 중심으로 몰아치는 운명의 소용돌이, 과연 최종사랑의 작대기는 누구에게로 향할 것인가?! 유쾌발랄<남친찾기> 과정을 그린 로맨틱코미디","도하, 연하, 사랑, 남친, 유쾌, 작대기, 최종, 연상, 직속, 상사",0.79454404,0.1999999996,0.1729125235749445,55.27
비스트 오브 아시아,신화와 전설 속 동물 이야기를 모티브로 삼아 자신의 운명을 개척하고 스스로 인생의 주인공으로 성장하는 어린이 청소년 이야기,"이야기, 동물, 모티브, 주인공, 성장, 자신, 인생, 개척, 운명, 속",0.7944243,0.1999999996,0.1729125235749445,55.26
리버스(드라마),의문의 별장 폭발 사고와 함께 기억을 잃은 묘진과 그녀의 헌신적인 피앙세이자 전도 유망한 모노그룹 차기 회장 준호가 폭발 사고의 충격적인 진실을 마주하며 벌어지는 미스터리 멜로 복수극,"사고, 폭발, 미스터리, 진실, 충격, 유망, 전도, 피앙세, 모노, 그룹",0.7939273,0.1999999996,0.1729125235749445,55.23
구르미 그린 달빛(드라마),"한 나라의 세자가, 내시와 사랑에 빠졌다! 츤데레 왕세자 이영과 남장 내시 홍라온의 예측불허 궁중위장 로맨스","사랑, 불허, 츤데레, 예측, 왕세자, 온, 이영, 라, 남장, 홍",0.7937844,0.1999999996,0.1729125235749445,55.22
